handle,time,text
HillaryClinton,2016-06-02T19:02:38,Watch now: Hillary on why America—and the world—can't afford Trump as Commander-in-Chief → https://t.co/U4YoA58DhR https://t.co/icQmlfrRgz
HillaryClinton,2016-06-02T17:41:08,"There's only one word for Trump's approach to foreign policy and national security: chaos.
https://t.co/Sx9s6NAGmr"
realDonaldTrump,2016-06-02T17:06:29,"Crooked Hillary Clinton, who I would love to call Lyin' Hillary, is getting ready to totally misrepresent my foreign policy positions."
realDonaldTrump,2016-06-02T17:02:38,"After the litigation is disposed of and the case won, I have instructed my execs to open Trump U(?), so much interest in it! I will be pres."
HillaryClinton,2016-06-02T17:00:24,"""I think Hillary will go down as one of the finest secretaries of state we've had."" –@POTUS https://t.co/louCjPXhaZ"
realDonaldTrump,2016-06-02T16:54:21,"Even though I have a very biased and unfair judge in the Trump U civil case in San Diego, I have thousands of great reviews &amp; will win case!"
realDonaldTrump,2016-06-02T16:48:50,"With all of the Crooked Hillary Clinton's foreign policy experience, she has made so many mistakes - and I mean real monsters! No more HRC."
realDonaldTrump,2016-06-02T16:37:24,"Join me in San Jose, California- tonight!
#MakeAmericaGreatAgain #Trump2016
Tickets: https://t.co/jLQukR550J https://t.co/OrEhKJZ5Rd"
realDonaldTrump,2016-06-02T16:31:52,"Wow, USA Today did todays cover story on my record in lawsuits. Verdict: 450 wins, 38 losses. Isn't that what you want for your president?"
realDonaldTrump,2016-06-02T15:57:14,Do you ever notice that @CNN gives me very little proper representation on my policies. Just watched-nobody knew anything about my foreign P
realDonaldTrump,2016-06-02T15:10:22,Bernie Sanders was right when he said that Crooked Hillary Clinton was not qualified to be president because she suffers from BAD judgement!
realDonaldTrump,2016-06-02T15:03:21,Crooked Hillary Clinton has zero natural talent - she should not be president. Her temperament is bad and her decision making ability-zilch!
HillaryClinton,2016-06-02T12:47:12,"“It’s O.K., just max out your credit card."" —Trump University on how to pay for classes https://t.co/oz5ycvA2J1"
realDonaldTrump,2016-06-02T05:12:45,"""@HaloDad22: @realDonaldTrump I already voted for you! My wife did as well! I represent #Teachers4Trump! We represent #CA4Trump! #NeverDems"
realDonaldTrump,2016-06-02T05:11:16,"""@SCPioneer: @stockdaleism @JamesRosenFNC @FoxNews @realDonaldTrump Not for slackers! Happy w/courses I took."" Thanks."
realDonaldTrump,2016-06-02T04:58:34,"Thank you Sacramento, California! #MakeAmericaGreatAgain https://t.co/t75Zxn9L6f"
HillaryClinton,2016-06-02T03:29:20,"Here's what you need to know about Trump's ""university."" https://t.co/D5lXNmzGWP"
HillaryClinton,2016-06-02T02:01:25,"What the movement for LGBT equality has taught us: with courage and love, there's nothing we can't do. Happy Pride Month. Let's fight on."
realDonaldTrump,2016-06-02T00:21:01,"Same failing @nytimes ""reporter"" who wrote discredited women's story last week wrote another terrible story on me today- will never learn!"
HillaryClinton,2016-06-02T00:17:09,"Trump University was a vehicle for @realDonaldTrump to exploit vulnerable Americans for his own gain.
https://t.co/9P4GR2Gfog"
HillaryClinton,2016-06-01T23:15:44,"Trump University students entrusted Trump with their futures, and he scammed them.

He'd do the same to our country. https://t.co/fYjE6dkoVg"
realDonaldTrump,2016-06-01T22:16:36,Crooked Hillary Clinton is a fraud who has put the public and country at risk by her illegal and very stupid use of e-mails. Many missing!
HillaryClinton,2016-06-01T21:07:54,"Trump himself is a fraud.

He's trying to scam America the way he scammed all those people at Trump University.
https://t.co/yMt4mGLwYO"
realDonaldTrump,2016-06-01T20:46:38,"Join me in San Jose, California- tomorrow evening at 7pm! 
#MakeAmericaGreatAgain #Trump2016
https://t.co/jLQukR550J https://t.co/Uds8OdH3A4"
HillaryClinton,2016-06-01T20:02:05,FACT: Trump University identified those most vulnerable and then targeted them with predatory marketing tactics. https://t.co/xDeDI1KqOr
HillaryClinton,2016-06-01T17:07:40,The Trump University con says a lot about Trump. If you can't trust him with your personal finances—how can we trust him with our country?
HillaryClinton,2016-06-01T16:54:26,"Trump's candidacy is built on his business ""credibility."" But his business record matches his character: His only concern is his own profit."
HillaryClinton,2016-06-01T16:41:11,It's one thing to sell steaks using a name as a marketing ploy. Trump's company intentionally put people at risk. https://t.co/5F4siYeO8p
HillaryClinton,2016-06-01T16:28:49,Trump University employed instructors with no experience and lied to sell outrageously expensive packages. In a word: fraud.
HillaryClinton,2016-06-01T16:18:41,"Another Trump University practice, according to its own employees: target struggling families to fleece them. https://t.co/VUH18SpBlD"
HillaryClinton,2016-06-01T16:06:44,"Some of Trump University's tactics: push people to take on debt, cash out retirement, max out credit cards—whatever it took to buy classes."
HillaryClinton,2016-06-01T15:53:24,"The gist: Trump's for-profit university deceived &amp; exploited students to take their money.

And he has the gall to call the media ""sleazy."""
HillaryClinton,2016-06-01T15:45:50,"New documents confirm Trump ""University"" was a scam that preyed on families to make money. Caution—may cause nausea. https://t.co/d2qYRLKsou"
HillaryClinton,2016-06-01T14:15:10,"Trump University's own employees described it as a ""scam.” https://t.co/xDeDI1sPpR https://t.co/qA2MtslUVs"
HillaryClinton,2016-06-01T13:58:42,Trump University was a fraudulent scheme used to prey upon those who could least afford it. https://t.co/oz5ycvA2J1 https://t.co/9ue4nVEdwt
realDonaldTrump,2016-06-01T13:17:58,"So I raised/gave $5,600,000 for the veterans and the media makes me look bad! They do anything to belittle - totally biased."
HillaryClinton,2016-06-01T02:06:39,"""Hillary Clinton, with her long experience ... will be prepared to lead our country on day one."" —@JerryBrownGov: https://t.co/NDAUs6a8bp"
HillaryClinton,2016-06-01T00:58:41,"You never know what you'll see at a Hillary rally.
https://t.co/lDJ8DSSdaU"
HillaryClinton,2016-05-31T23:51:42,Taking care of our veterans is part of our solemn duty as Americans: https://t.co/cteQMGWzpE https://t.co/WsnW9E811n
realDonaldTrump,2016-05-31T23:18:28,Congratulations to @seanhannity on his tremendous increase in television ratings. Speaking of ratings- I will be on his show tonight @ 10pE.
realDonaldTrump,2016-05-31T23:17:33,I am getting great credit for my press conference today. Crooked Hillary should be admonished for not having a press conference in 179 days.
realDonaldTrump,2016-05-31T23:14:42,"Katie Couric, the third rate reporter, who has been largely forgotten, should be ashamed of herself for the fraudulent editing of her doc."
realDonaldTrump,2016-05-31T22:51:56,I will be interviewed on @seanhannity tonight at 10pmE on @FoxNews. Enjoy!
HillaryClinton,2016-05-31T21:12:51,"First: the @latimes.
Now: @JerryBrownGov.

Here's why Californians are voting for Hillary on June 7.
https://t.co/KptrHYFvGA"
realDonaldTrump,2016-05-31T21:12:07,"Join me in Sacramento, California-tomorrow evening @ 7pm! #Trump2016
https://t.co/W7xy7eXcii https://t.co/km0rRYSDnO"
HillaryClinton,2016-05-31T20:36:32,"""The future is at stake. And that’s why we’re with her."" —@NRDC_AF on its first-ever presidential endorsement https://t.co/tH4uO2YpcA"
HillaryClinton,2016-05-31T20:04:29,"Aspiring Commander-in-Chief @realDonaldTrump has some ideas about prisoners of war. (He’s not a big fan).
https://t.co/mlPjVYVXrY"
HillaryClinton,2016-05-31T18:38:42,Our service members and their families deserve more than empty words. Let's give them the support they need: https://t.co/7NzkmK4wfE
HillaryClinton,2016-05-31T16:59:24,"“I like people that weren’t captured, ok?”

Trump has something to say about prisoners of war.
https://t.co/sbMCyxVfRo"
realDonaldTrump,2016-05-31T16:57:17,So many veterans groups are beyond happy with all of the money I raised/gave! It was my great honor - they do an amazing job.
realDonaldTrump,2016-05-31T16:53:58,"Just finished a press conference in Trump Tower wherein I gave information on which VETERANS groups got the $5,600,000 that I raised/gave!"
HillaryClinton,2016-05-31T16:23:53,"""I want to be sure that it is Hillary Clinton who takes the oath of office, not Donald Trump."" — @JerryBrownGov: https://t.co/NDAUs6a8bp"
HillaryClinton,2016-05-31T15:10:02,".@realDonaldTrump doesn't like prisoners of war—but he wants to be your Commander-in-Chief.
https://t.co/Xuk3OOcvIB"
HillaryClinton,2016-05-31T13:12:27,Millions around the world are forced into human trafficking. We can't rest until they're free. https://t.co/tOAvVYe46t #UnderstandSlavery
realDonaldTrump,2016-05-31T11:42:20,"I have raised/given a tremendous amount of money to our great VETERANS, and have got nothing but bad publicity for doing so. Watch!"
realDonaldTrump,2016-05-31T10:48:49,"So many great things happening - new poll numbers looking good! News conference at 11:00 A.M. today, Trump Tower!"
HillaryClinton,2016-05-30T23:59:09,10 never-before-seen photos of Hillary from the trail in 1992. https://t.co/tUjR0vzXOq
HillaryClinton,2016-05-30T22:26:44,"Not only does Trump deny climate change, he's now denying that the drought in California is even happening. What? https://t.co/ebnTlWZqLD"
realDonaldTrump,2016-05-30T21:55:41,"I should have easily won the Trump University case on summary judgement but have a judge, Gonzalo Curiel, who is totally biased against me."
realDonaldTrump,2016-05-30T21:45:09,"I have a judge in the Trump University civil case, Gonzalo Curiel (San Diego), who is very unfair. An Obama pick. Totally biased-hates Trump"
realDonaldTrump,2016-05-30T20:15:04,I hope everyone had a great Memorial Day!
realDonaldTrump,2016-05-30T20:13:17,"I would have had millions of votes more in the primaries (than Crooked Hillary) if I only had one opponent, instead of sixteen. Broke record"
HillaryClinton,2016-05-30T18:12:18,"Gold Star families like Betsy’s have paid the ultimate price for our freedom. They deserve our eternal thanks.
https://t.co/tvrREJWXYX"
HillaryClinton,2016-05-30T13:20:31,"Our fallen heroes deserve our profound gratitude for giving their lives to protect our freedom, today and every day. #MemorialDay -H"
realDonaldTrump,2016-05-30T11:26:47,Have a great Memorial Day and remember that we will soon MAKE AMERICA GREAT AGAIN!
realDonaldTrump,2016-05-30T11:20:38,"""@NBCDFW: Trump rallies veterans at annual Rolling Thunder Gathering https://t.co/b08FcMlgkr https://t.co/RCDeLvHQqD"""
realDonaldTrump,2016-05-30T11:20:09,"""@FrankyLamouche: how many of donald's rolling thunder brigade will sign up and go to war for him in the middle east."""
realDonaldTrump,2016-05-30T11:19:29,"""@MariaErnandez3b: Trump Supports Rolling Thunder Rally #TRUMP STRONG https://t.co/pfVXQ8NdZu"" So true, and remember the M.I.A.'s!"
realDonaldTrump,2016-05-30T11:17:04,"""@ScottWRasmussen: Donald Trump and Bikers Share Affection at Rolling Thunder Rally https://t.co/ZZl2sc29dn"" A great day in D.C.!"
realDonaldTrump,2016-05-30T11:10:12,"""@TeaPartyNevada: #Trump2016 ""Illegals are taken care of better than our veterans.""  https://t.co/KKIgM4rNma https://t.co/1cEZ8wG7Cy"""
realDonaldTrump,2016-05-30T11:05:34,"The endorsement of me by the 16,500 Border Patrol Agents was the first time that they ever endorsed a presidential candidate. Nice!"
realDonaldTrump,2016-05-30T11:00:47,"In getting the endorsement of the 16,500 Border Patrol Agents (thank you), the statement was made that the WALL was very necessary!"
realDonaldTrump,2016-05-30T10:41:49,Obama says a WALL at our southern border won't enhance our security (wrong) and yet he now wants to build a much bigger wall (fence) at W.H.
HillaryClinton,2016-05-29T23:06:07,The Adoption and Safe Families Act helped thousands of kids find loving families—including this one. https://t.co/jnKtaTLjeL
realDonaldTrump,2016-05-29T23:02:01,"If dummy Bill Kristol actually does get a spoiler to run as an Independent, say good bye to the Supreme Court!"
realDonaldTrump,2016-05-29T22:58:27,The Republican Party has to be smart &amp; strong if it wants to win in November. Can't allow lightweights to set up a spoiler Indie candidate!
realDonaldTrump,2016-05-29T22:53:16,"Bill Kristol has been wrong for 2yrs-an embarrassed loser, but if the GOP can't control their own, then they are not a party. Be tough, R's!"
realDonaldTrump,2016-05-29T21:43:15,Good news is that my campaign has perhaps more cash than any campaign in the history of politics- b/c I stand 100% behind everything we do.
HillaryClinton,2016-05-29T20:00:20,El mantra de Trump: Beneficiarse sin importar a los demás. https://t.co/eeg6hnAJzz
HillaryClinton,2016-05-29T16:54:48,Our most important task is making sure we give our kids a better life. That's the promise of America. https://t.co/msyv7VWlH3
realDonaldTrump,2016-05-29T16:45:44,Heading to D.C. to see and hear ROLLING THUNDER. Amazing people that LOVE OUR COUNTRY. Great spirit!
HillaryClinton,2016-05-29T14:10:44,"Watch Hillary wonk out with a nurse in New Jersey over solving one of the world's most serious problems.
https://t.co/0Ej6gaWzIf"
realDonaldTrump,2016-05-29T11:04:47,Honor Memorial Day by thinking of and respecting all of the great men and women that gave their lives for us and our country! We love them.
HillaryClinton,2016-05-28T22:17:50,Disgusting. https://t.co/A8Hm24ZT1H
realDonaldTrump,2016-05-28T21:34:55,Does President Obama ever discuss the sneak attack on Pearl Harbor while he's in Japan? Thousands of American lives lost. #MDW
realDonaldTrump,2016-05-28T21:33:58,Don't believe the biased and phony media quoting people who work for my campaign. The only quote that matters is a quote from me!
realDonaldTrump,2016-05-28T20:28:48,"I am always on the front page of the failing @nytimes, but when I won the GOP nomination, I'm in the back of the paper. Very dishonest!"
realDonaldTrump,2016-05-28T20:28:40,The media is on a new phony kick about my management style. I spend much less money &amp; get much better results! What we need as Prez!
realDonaldTrump,2016-05-28T20:28:22,"The failing @nytimes wrote a story about my management style &amp; that I don't have many people. I have 73, Hillary has 800- &amp; I'm beating her."
HillaryClinton,2016-05-28T19:55:52,Some on the other side may say our best days are behind us. Let's prove them wrong. https://t.co/wiWY8WUVIh
HillaryClinton,2016-05-28T16:24:30,"""Pregnancy is...certainly an inconvenience for a business."" —Donald Trump

Here's Hillary's take →
https://t.co/eu2I0JrxSV"
realDonaldTrump,2016-05-28T14:47:16,I (we) broke the all-time record for most votes gotten in a Republican Primary - by a lot - and with many states left to go! Thank you.
realDonaldTrump,2016-05-28T13:47:10,"The U.S. has 69 treaties with other countries where we would have to defend them and their borders. How nice, but what do we get? NOT ENOUGH"
realDonaldTrump,2016-05-28T06:19:54,"Great rally in Fresno, California- great crowd! Thank you! #Trump2016 https://t.co/TVSPvxOmve"
realDonaldTrump,2016-05-28T04:13:54,"Obama administration fails to screen Syrian refugees' social media accounts:
https://t.co/MMa07nwa44"
realDonaldTrump,2016-05-28T02:48:22,.@SanDiegoPD- Fantastic job on handling the thugs who tried to disrupt our very peaceful and well attended rally. Greatly appreciated!
realDonaldTrump,2016-05-28T02:19:19,Thank you @BillyJoel- many friends just told me you gave a very kind shoutout at MSG. Appreciate it- love your music!
HillaryClinton,2016-05-28T01:13:10,"Donald Trump thinks workplace pregnancy is an ""inconvenience"" to businesses.

(He could be your next president.) https://t.co/LmUZI1J8KQ"
realDonaldTrump,2016-05-27T23:20:01,"Wow- 25,000 in San Diego, California!
Thank you!! #Trump2016 https://t.co/1NRj3zCuui"
realDonaldTrump,2016-05-27T23:19:20,"I am on @oreillyfactor tonight, a big special. @FoxNews  at 8:00 P.M. ENJOY!"
HillaryClinton,2016-05-27T23:03:49,"From ripping off veterans to demeaning women, Trump spent the week insulting just about everyone: https://t.co/RubNk8j7c2"
HillaryClinton,2016-05-27T20:50:44,"Donald Trump thinks climate change is a “hoax.”

President Trump would destroy our ability to combat it.
https://t.co/8TeARR4FUL"
realDonaldTrump,2016-05-27T17:35:56,"Bill O'Reilly doing a major special on @OreillyFactor tonight- @FoxNews at 8pmE. Watch it, should be good! #Trump2016"
HillaryClinton,2016-05-27T17:31:00,"$25 billion could pay for:

1,500 new schools.
Clean energy to power 5 million homes.

or...

Trump's wall: https://t.co/GmVfH0zR1D"
HillaryClinton,2016-05-27T14:28:28,"1 de cada 4 personas en Puerto Rico podría contraer el Zika este año. Esto es lo que
podemos hacer para combatirlo. https://t.co/ME7fj2Miqr"
realDonaldTrump,2016-05-27T14:10:07,"AN AMERICA FIRST ENERGY PLAN
#MakeAmericaGreatAgain #Trump2016
https://t.co/kTi6e1zyNI https://t.co/WjI8Rx11no"
HillaryClinton,2016-05-27T11:54:49,"The first in a new series: a message from your potential next president—on pregnancy.
https://t.co/LmUZI20JCo"
realDonaldTrump,2016-05-27T02:09:03,Poll data shows that @marcorubio does by far the best in holding onto his Senate seat in Florida. Important to keep the MAJORITY. Run Marco!
HillaryClinton,2016-05-27T01:07:26,"""I don't think a nation can be great that turns its back on the poor and the unfortunate."" —Hillary in 1994 #TBT
https://t.co/uPmFv2osrB"
HillaryClinton,2016-05-27T00:26:10,"What we need: bridges, schools, a clean energy grid.

What Trump wants: a wall. https://t.co/v61oYTyycJ https://t.co/QdFDJizLHj"
HillaryClinton,2016-05-26T23:12:29,Couldn't agree more. https://t.co/gfk8NWAhIY
realDonaldTrump,2016-05-26T22:57:39,"Today we, together, won the Republican Nomination for President! https://t.co/82l6TjA2lk"
realDonaldTrump,2016-05-26T22:22:50,"My wife @MELANIATRUMP, and my children will be featured on @FoxNews with @Greta- 7pmE. Enjoy!
#MeetTheTrumps #Trump2016"
realDonaldTrump,2016-05-26T21:30:31,"Celebrating 1237! #Trump2016 
https://t.co/hPQJc7eor0"
realDonaldTrump,2016-05-26T21:28:22,"Thank you! #Trump2016
https://t.co/SPJfMFyPjU"
realDonaldTrump,2016-05-26T21:15:16,"I find it offensive that Goofy Elizabeth Warren, sometimes referred to as Pocahontas, pretended to be Native American to get in Harvard."
HillaryClinton,2016-05-26T20:52:54,"Born on this day in 1951, Dr. Sally Ride was the first American woman &amp; first LGBT astronaut in space. #SallyRideDay https://t.co/N0ckF5Ew7x"
HillaryClinton,2016-05-26T19:27:32,"La única forma de enfrentar a un ""bully"" es uniéndonos. Nosotros somos los únicos que podemos detener que Trump llegue a la Casa Blanca."
realDonaldTrump,2016-05-26T18:59:12,Thank you Mr. &amp; Mrs. @TomBarrackJr for the wonderful and magical evening last night. It will not be forgotten. #Trump2016
HillaryClinton,2016-05-26T18:03:38,"“Now we know what a ‘good result’ is to Donald Trump—he gets his, and you get hurt.” —Hillary"
HillaryClinton,2016-05-26T18:00:26,“Donald Trump said profiting off working families getting kicked out of their homes &amp; losing their jobs would be a ‘good result.’” —Hillary
HillaryClinton,2016-05-26T17:52:23,"“We’ve got to do more to raise families’ incomes.
 
We can start by raising the federal minimum wage.” —Hillary https://t.co/U3KALhOd26"
HillaryClinton,2016-05-26T17:40:15,Happening now: Watch Hillary speak at the @UFCW conference in Las Vegas → https://t.co/l8fXj23LdE https://t.co/5Q98sk6QGv
HillaryClinton,2016-05-26T16:59:36,→ https://t.co/IQXVlI5Hs7 https://t.co/LSz3Uh3L4S
realDonaldTrump,2016-05-26T16:35:00,.@kimguilfoyle- just watched you on @OutnumberedFNC- thank you!
HillaryClinton,2016-05-26T15:36:34,"When the economy crashed, families saw their homes foreclosed and savings disappear. 

Trump saw a chance to profit. https://t.co/tnngHNVqoL"
HillaryClinton,2016-05-26T14:41:43,"There’s nothing more important than protecting our kids. If we fail at that, it doesn’t matter what we get right. https://t.co/So40afmf4L"
realDonaldTrump,2016-05-26T13:18:27,The Inspector General's report on Crooked Hillary Clinton is a disaster. Such bad judgement and temperament cannot be allowed in the W.H.
HillaryClinton,2016-05-26T13:15:30,El muro de Trump en la frontera costaría al menos unos $25 mil millones. Lo que podríamos hacer en lugar de su plan. https://t.co/703QmdjOhi
HillaryClinton,2016-05-26T02:26:27,".@realDonaldTrump, trying to profit off people losing their homes isn't the ""kind of thinking our country needs.""
https://t.co/Gke82XosxI"
HillaryClinton,2016-05-26T01:03:13,"So, @realDonaldTrump's wall would cost $25 billion.
 
Here's what else we could do with that money.
https://t.co/LeDSdcpySI"
HillaryClinton,2016-05-25T23:59:32,"With the money Trump would waste on his wall, we could help a lot of families by building infrastructure we need. https://t.co/hvEhVhdc3W"
realDonaldTrump,2016-05-25T23:18:54,"Thank you Anaheim, California!
#Trump2016 https://t.co/AEShamhNVS"
HillaryClinton,2016-05-25T22:16:53,Donald Trump is fueling conspiracy theories out on the campaign trail. Can you imagine that in the Situation Room? https://t.co/rsXhqHxjeU
HillaryClinton,2016-05-25T21:46:52,"LGBT kids are perfect the way they are. They deserve love—not harmful ""conversion therapy."" Thanks @GovPeterShumlin. https://t.co/gFVgyqxKda"
HillaryClinton,2016-05-25T21:04:59,The @realDonaldTrump business model: exploit anyone or anything he can to turn a quick buck. https://t.co/tRjRJXJ2x0
HillaryClinton,2016-05-25T19:27:36,Excited to be back with a good friend. Watch @TheEllenShow today at 4 pm ET. https://t.co/zfdh2SVaWb
HillaryClinton,2016-05-25T18:50:40,"Trump's wall on the border would likely cost at least $25 billion. 

Some things we could do instead: https://t.co/RDbkkyVNB6"
realDonaldTrump,2016-05-25T18:42:55,"Thank you Washington! Honored to say, on behalf of our great movement, we have broken the all time record for votes in GOP primary history."
HillaryClinton,2016-05-25T18:19:01,We have to build on the Affordable Care Act and continue our march toward making sure every single American has health coverage.
HillaryClinton,2016-05-25T18:05:21,Donald Trump doesn't seem to actually care about making America great so much as he seems to care about making himself look great.
HillaryClinton,2016-05-25T18:02:01,"We’re stronger together. When we embrace immigrants, not denigrate them. When we build bridges, not walls."
HillaryClinton,2016-05-25T15:58:25,"Donald Trump has spent his career looking to turn a profit, no matter who gets hurt in the process. https://t.co/V9lKg2F44l"
HillaryClinton,2016-05-25T14:24:10,"Mientras 5 millones de personas perdían sus hogares, Trump esperaba enriquecerse de este desplome a costa de ellos.
https://t.co/9trerS1rdR"
realDonaldTrump,2016-05-25T13:39:38,"The protesters in New Mexico were thugs who were flying the Mexican flag. The rally inside was big and beautiful, but outside, criminals!"
realDonaldTrump,2016-05-25T13:14:58,Crooked Hillary Clinton just can't close the deal with Bernie. I had to knock out 16 very good and smart candidates. Hillary doesn't have it
HillaryClinton,2016-05-25T12:57:16,"Millions of families saw their life savings destroyed in the Great Recession.

Trump saw it as a chance to cash in. https://t.co/tnngHNVqoL"
realDonaldTrump,2016-05-25T12:31:56,"Goofy Senator Elizabeth Warren @elizabethforma has done less in the U.S. Senate than practically any other senator. All talk, no action!"
realDonaldTrump,2016-05-25T12:17:40,"@elizabethforma  Goofy Elizabeth Warren, sometimes known as Pocahontas, bought foreclosed housing and made a quick killing. Total hypocrite!"
realDonaldTrump,2016-05-25T05:47:45,"""@gordonsr1052:  Washington, BIG Thank You for supporting Trump! We are all going to help Trump Make America Great Again! Trump2016!"""
realDonaldTrump,2016-05-25T05:45:19,"""@buiIdthewall: @realDonaldTrump high energy!"""
realDonaldTrump,2016-05-25T05:45:11,"""@PiperSul: Great speech tonight Mr.Trump! Good Luck in California! Thank you."
realDonaldTrump,2016-05-25T05:42:59,"""@DeepakS76435750: @realDonaldTrump congratulations from India"""
realDonaldTrump,2016-05-25T05:42:49,"""@oasisupernova: @realDonaldTrump UP TO 8.4 MILLION FOLLOWERS. CAN'T STOP THE #TrumpTrain 🚂 #MakeAmericaGreatAgain"""
realDonaldTrump,2016-05-25T05:41:38,"""@jknatter: @realDonaldTrump #TrumpTrain"""
realDonaldTrump,2016-05-25T05:41:30,"""@tcloer11: @realDonaldTrump Great job! Make America Great Again!"""
realDonaldTrump,2016-05-25T05:37:29,"@elizabethforma Goofy Elizabeth Warren, sometimes referred to as Pocahontas because she faked the fact she is native American, is a lowlife!"
realDonaldTrump,2016-05-25T05:12:44,"Great rally in New Mexico, amazing crowd! Now in L.A. Big rally in Anaheim."
realDonaldTrump,2016-05-25T03:26:20,"Thank you Washington! #Trump2016
#MakeAmericaGreatAgain https://t.co/v9glTwj6gy"
HillaryClinton,2016-05-25T00:50:20,.@realDonaldTrump rooted for the housing crash that caused 5 million Americans to lose their homes. https://t.co/tnngHNVqoL
realDonaldTrump,2016-05-25T00:33:27,Great honor to receive today's endorsement of @RickSantorum. Really nice! #Trump2016
realDonaldTrump,2016-05-25T00:32:47,"After raising, w/ no obligation, almost $6M for Vets, I couldn't believe protesters formed @ Trump Tower. JUST OUT- SENT BY CROOKED HILLARY!"
HillaryClinton,2016-05-24T23:29:42,"Big win for those who think we should make it easier, not harder, to vote (which really should be all of us). https://t.co/GwwHT4qopp -H"
HillaryClinton,2016-05-24T22:35:10,Hillary's live on @TheEllenShow's Facebook page! Watch now: https://t.co/iWfEEYZVy6 https://t.co/1ZlriB1IrI
HillaryClinton,2016-05-24T21:33:44,"In Trump’s world, a “good result” means Trump gets his and working families get hurt. We're better than that."
HillaryClinton,2016-05-24T21:24:36,"Trying to profit off of people losing their homes isn't the ""kind of thinking our country needs."" https://t.co/AQQ6allvIv"
realDonaldTrump,2016-05-24T21:00:07,"Thank you @DailyMail- for setting the failing @NYTimes story straight. This is what the NYT's should have written! 
https://t.co/Feb6dhctQo"
HillaryClinton,2016-05-24T20:37:02,"We need a president who's fighting to raise incomes for all Americans, not one who tries to profit at their expense. https://t.co/8kwnvVKp9v"
HillaryClinton,2016-05-24T19:08:08,Donald Trump could bankrupt America like he bankrupted his companies. Let's make sure he never gets the chance: https://t.co/04t1BHwlVc
HillaryClinton,2016-05-24T19:01:45,"Trump prioritizing his own gain over Americans' well-being isn't new, but it is telling: The only person he'll fight for is himself."
HillaryClinton,2016-05-24T18:55:27,This wasn't an anomaly for Trump. His economic plan helps millionaires and hurts middle-class families. He'd let Wall Street run wild again.
HillaryClinton,2016-05-24T18:49:32,"How cruel do you have to be to actually root for a crisis that would devastate millions of families, all to pad your own pockets?"
HillaryClinton,2016-05-24T18:41:49,"Millions of families—disproportionately black and Latino families—lost homes, jobs, and savings.

Trump tried to profit at their expense."
HillaryClinton,2016-05-24T18:35:22,"Right before the housing market crashed, @realDonaldTrump said he hoped it would happen—because he could make money off of it."
HillaryClinton,2016-05-24T16:13:32,"When Trump got his wish for a housing crash, millions of Americans lost their homes.

This guy can't be president. https://t.co/tnngHNVqoL"
realDonaldTrump,2016-05-24T15:09:24,A suggestion for the dishonest media- https://t.co/zKyRwEaLmz
realDonaldTrump,2016-05-24T15:03:39,A wonderfully written article concerning Israel by @JasonDovEsq https://t.co/LZ9qWRYzdj
HillaryClinton,2016-05-24T14:55:50,"The 2008 crash caused millions of Americans to lose their jobs and homes.

In 2006, Trump rooted for it to happen. https://t.co/tnngHNVqoL"
realDonaldTrump,2016-05-24T14:35:32,A great new book has been written about Crooked Hillary. Read it &amp; you will never be able to vote for her. @Ed_Klein https://t.co/ujDwSSFhbx
HillaryClinton,2016-05-24T13:42:32,"Millions of Americans lost jobs and homes in the 2008 crash. A man who hoped for it has no business being president.
https://t.co/tnngHOd1gj"
realDonaldTrump,2016-05-24T11:42:35,"Crooked Hillary Clinton overregulates, overtaxes and doesn't care about jobs. Most importantly, she suffers from plain old bad judgement!"
realDonaldTrump,2016-05-24T10:41:44,"I just released my financial disclosure forms, the largest numbers in the history of the F.E.C. Even the dishonest media thinks great!"
realDonaldTrump,2016-05-24T02:50:48,"Amazingly, with all of the money I have raised for the vets, I have got nothing but bad publicity from the dishonest and disgusting media."
realDonaldTrump,2016-05-24T02:46:08,"Much of the money I have raised for our veterans has already been distributed, with the rest to go shortly to various other veteran groups."
realDonaldTrump,2016-05-24T02:38:48,"While under no obligation to do so, I have raised between 5 &amp; 6 million dollars, including 1million dollars from me, for our VETERANS. Nice!"
HillaryClinton,2016-05-24T02:09:43,There's so much more that unites us than divides us. It's time to come together to stop Donald Trump. https://t.co/aPDfBHHCaU
realDonaldTrump,2016-05-24T00:25:41,"Join me in California or Montana!
5/25/16: Anaheim, California
https://t.co/mmPck1HYrC
5/26/16: Billings, Montana
https://t.co/atvrCgjFDe"
realDonaldTrump,2016-05-23T23:42:39,I will be interviewed on @oreillyfactor at 8:00 P.M. Enjoy!
HillaryClinton,2016-05-23T22:20:37,We can't defeat ISIS with bigotry and bluster. https://t.co/qyQ2AR9AkH
HillaryClinton,2016-05-23T21:08:34,"A Donald Trump presidency would pull us backward on nearly every issue we care about.

We can't let that happen.
https://t.co/Ahc2uumjEI"
HillaryClinton,2016-05-23T18:26:08,"""The lesson of our history, through good times and hard times, is that we’re stronger together."" —Hillary https://t.co/Cc6RChzCqE"
HillaryClinton,2016-05-23T18:21:54,“The only thing standing between Donald Trump and the Oval Office is all of us.” —Hillary
HillaryClinton,2016-05-23T18:18:22,"""If fighting for equal pay, paid family leave, and affordable child care is playing the 'woman card,' then deal me in"" —Hillary to the @SEIU"
